,width,N,R,Run,AgentId,Capacity,Conquered,Land Owned,Scaling A,Scaling B
1283,10,40,10,2,3,95,"[(1, 1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (0, 0), (1, 1), (1, 1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (1, 1), (1, 1), (1, 1), (0, 0), (0, 0), (0, 0), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (1, 1), (1, 1), (0, 0), (0, 0), (0, 0), (1, 1), (1, 1), (1, 1), (1, 1), (0, 0), (1, 1), (1, 1), (1, 1), (1, 1), (0, 0), (0, 0), (0, 0), (1, 1), (1, 1), (0, 0), (1, 1), (1, 1), (1, 1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (0, 0), (0, 0), (0, 0), (1, 1), (1, 1), (1, 1), (1, 1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (0, 0), (0, 0), (0, 0), (0, 0), (1, 1), (1, 1), (1, 1), (1, 1), (0, 0), (1, 1), (1, 1), (0, 0), (0, 0), (1, 1), (0, 0), (1, 1), (1, 1), (1, 1), (0, 0), (1, 1)]",[],2,368
1284,10,40,10,2,4,120,"[(5, 3), (6, 3), (6, 3), (6, 3), (6, 3), (6, 3), (6, 4), (3, 4), (3, 4), (4, 3), (3, 4), (3, 4), (3, 4), (4, 3), (4, 3), (4, 3), (4, 3), (4, 3), (4, 3), (6, 3), (6, 4), (6, 6), (8, 8), (9, 7), (9, 7), (8, 8), (8, 8), (8, 8), (9, 7), (9, 7), (9, 7), (9, 7), (9, 7)]","[(3, 1), (4, 1), (5, 1), (4, 4), (5, 4), (2, 3), (2, 3), (3, 2), (4, 4), (4, 3), (3, 2), (3, 2), (3, 2), (6, 4), (7, 5), (7, 7), (8, 6), (8, 6), (8, 6), (8, 6), (7, 7), (8, 6)]",2,205
1285,10,40,10,2,5,100,"[(9, 4), (1, 2), (1, 1), (1, 1), (1, 1), (0, 0), (0, 0), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (0, 0), (0, 0), (1, 1), (0, 0), (0, 0), (0, 0), (1, 1), (1, 1), (1, 1), (0, 0), (1, 1), (1, 1), (1, 1), (0, 0), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (0, 0), (1, 1), (0, 0), (0, 0), (1, 1), (1, 1), (1, 1), (1, 1), (1, 1), (0, 0), (1, 1), (0, 0), (0, 0), (0, 0), (1, 1), (1, 1), (1, 1)]","[(6, 1), (6, 2), (6, 3), (8, 4), (9, 3), (9, 9), (9, 9)]",1,230
5513,20,40,20,2,33,61,"[(8, 1), (8, 1), (10, 2), (10, 1), (10, 2), (8, 1), (10, 1), (4, 19), (4, 19), (4, 19), (4, 19), (4, 19), (4, 19), (6, 1), (6, 2), (6, 1), (6, 2), (8, 1), (7, 1), (6, 2), (6, 1), (7, 1), (6, 2), (6, 1), (7, 0), (7, 1), (6, 2)]","[(10, 19), (8, 19), (9, 18), (8, 19), (5, 19), (4, 19), (4, 19), (6, 19), (7, 0), (4, 19), (4, 19), (6, 19)]",5,157
1286,10,40,10,2,6,76,"[(8, 0), (9, 2), (8, 1), (1, 1), (0, 0), (0, 0), (9, 0), (8, 0), (8, 1), (0, 0), (0, 0), (0, 0), (1, 1), (0, 0), (1, 1), (0, 0), (0, 0), (0, 0)]","[(6, 9), (6, 0), (6, 0), (0, 0), (9, 9), (9, 9), (0, 0), (9, 9), (9, 9), (0, 0), (9, 9), (9, 9), (9, 9), (0, 0), (9, 9)]",2,119
5505,20,40,20,2,25,121,"[(10, 15), (12, 16), (9, 13), (8, 13), (14, 14), (13, 11), (14, 10), (15, 10), (16, 10), (16, 11), (16, 12), (17, 12), (15, 14), (15, 13), (14, 14), (16, 14), (13, 15), (13, 15), (13, 15), (12, 18), (12, 18), (9, 0), (9, 19), (8, 1), (9, 0), (8, 1), (7, 4), (8, 3), (7, 4), (7, 4), (11, 0), (10, 1), (12, 3), (12, 3), (12, 3), (12, 3), (11, 3), (11, 1)]","[(3, 13), (4, 13), (5, 13), (3, 14), (5, 14), (3, 15), (4, 15), (6, 14), (6, 15), (5, 16), (6, 16), (7, 15), (8, 14), (8, 15), (10, 13), (10, 14), (11, 14), (9, 16), (10, 16), (11, 16), (11, 13), (13, 12), (12, 11), (11, 11), (13, 10), (14, 10), (13, 13), (13, 14), (10, 15), (10, 18), (9, 18), (10, 17), (9, 16), (9, 15), (9, 17), (6, 18), (8, 0), (9, 1), (8, 2), (8, 1), (10, 1)]",2,314
5503,20,40,20,2,23,114,"[(15, 17), (15, 18), (16, 17), (15, 17), (16, 17), (15, 17), (15, 18), (15, 17), (16, 17), (15, 17), (14, 19), (14, 18), (14, 19), (16, 18), (16, 19), (15, 19), (14, 17), (14, 17), (16, 18), (17, 18), (17, 18), (15, 0), (16, 19)]","[(0, 17), (0, 18), (19, 17), (18, 17), (17, 17), (16, 16), (14, 17), (14, 17), (11, 18), (14, 17), (14, 17), (14, 17), (14, 17), (14, 16), (14, 17), (14, 16), (14, 17), (14, 16), (14, 16), (14, 17), (14, 17), (14, 16), (14, 16), (14, 16), (14, 17), (14, 16), (14, 17)]",3,196
5499,20,40,20,2,19,132,"[(9, 8), (9, 9), (10, 9), (10, 10), (14, 9), (15, 9), (9, 10), (10, 10), (10, 9), (10, 10), (9, 10), (9, 11), (12, 12), (12, 13), (12, 12), (13, 12), (11, 14), (12, 13), (7, 13), (9, 11), (9, 8), (9, 8), (10, 10), (9, 12)]","[(7, 6), (8, 6), (9, 6), (7, 7), (7, 9), (7, 10), (10, 11), (13, 9), (12, 10), (12, 8), (11, 9), (10, 8), (9, 7), (7, 8), (7, 8), (9, 10), (12, 11), (9, 13), (7, 12), (6, 11), (7, 10), (8, 10), (8, 9), (7, 8), (8, 7), (9, 12), (8, 13), (7, 13), (6, 14), (6, 15), (5, 16), (4, 15), (4, 14), (4, 13), (4, 12), (5, 11), (4, 10), (4, 8), (3, 9), (4, 8)]",3,188
5500,20,40,20,2,20,63,"[(17, 17), (18, 16), (17, 17), (17, 14), (17, 14), (17, 14), (17, 14), (18, 13), (19, 14), (19, 15), (18, 15), (18, 15), (18, 16), (17, 14), (19, 14), (2, 15), (1, 14), (0, 14), (2, 14), (2, 15), (2, 15), (2, 14), (2, 14), (2, 14), (1, 14), (1, 14), (1, 14), (2, 15), (2, 15), (1, 14), (2, 15), (2, 15), (1, 13), (1, 13), (1, 14), (0, 15)]","[(16, 15), (17, 14), (17, 14), (17, 14), (17, 14), (17, 14), (17, 14), (16, 13), (17, 14), (0, 13), (0, 13), (0, 13), (0, 13), (17, 14), (16, 13), (17, 12)]",2,179
29,10,10,10,2,9,123,"[(7, 3), (7, 4), (3, 6), (6, 6), (7, 7), (6, 7), (1, 8), (1, 8), (0, 8), (9, 8), (0, 8), (9, 9), (1, 8), (1, 8), (1, 8), (0, 8), (9, 9), (0, 8), (1, 8), (1, 9), (1, 9), (1, 8), (1, 9), (0, 9), (1, 9), (1, 8), (1, 9), (1, 8), (1, 8), (1, 9), (1, 8)]","[(4, 4), (3, 3), (5, 3), (5, 3), (5, 2), (5, 0), (5, 9), (4, 8), (3, 7), (4, 6), (3, 5), (2, 5), (3, 6), (4, 5), (7, 7), (7, 7), (8, 7), (9, 7), (9, 7), (9, 7), (9, 7), (0, 7), (9, 7), (9, 7), (9, 7), (9, 7), (0, 7), (9, 7), (9, 7), (9, 7), (0, 7), (0, 7), (9, 7), (9, 7)]",2,222
28,10,10,10,2,8,82,"[(0, 6), (0, 6), (9, 5), (9, 5), (1, 8), (1, 0), (1, 9), (1, 9), (1, 8), (1, 8), (1, 9), (1, 9), (1, 9), (1, 9), (1, 8), (1, 8), (0, 8), (2, 2), (2, 2), (1, 3), (5, 5), (3, 2), (3, 2), (4, 4), (5, 5), (4, 4), (2, 2), (1, 3)]","[(8, 5), (6, 4), (7, 4), (6, 5), (6, 6), (7, 6), (8, 5), (8, 4), (7, 7), (8, 7), (9, 7), (9, 7), (9, 7), (9, 7), (0, 7), (9, 7), (8, 5), (8, 4), (9, 3), (8, 2), (7, 3), (6, 3), (5, 3), (1, 1), (0, 4), (9, 5), (0, 5)]",2,177
27,10,10,10,2,7,145,"[(1, 6), (9, 5), (9, 6), (9, 5), (9, 5), (9, 5), (2, 2), (2, 2), (2, 2), (4, 1), (3, 2), (3, 2), (2, 2), (3, 2), (3, 2), (2, 2), (4, 1), (3, 2), (6, 4), (5, 5), (4, 4), (3, 3), (3, 2), (3, 2), (3, 3), (5, 0), (5, 9), (3, 2), (3, 3), (4, 1), (4, 1), (4, 1), (4, 1), (4, 1), (3, 2), (3, 2), (3, 2), (4, 1), (5, 0)]","[(0, 4), (8, 5), (8, 4), (0, 2), (1, 1), (1, 1), (2, 1), (2, 1), (1, 1), (2, 1), (3, 0), (2, 1), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (2, 1), (2, 1), (3, 0), (2, 1), (3, 0), (3, 0), (2, 1)]",4,226
26,10,10,10,2,6,253,"[(1, 4), (1, 5), (3, 3), (2, 4), (1, 5), (2, 4), (1, 5), (2, 4), (1, 5), (2, 4), (2, 2), (2, 3), (2, 2), (2, 3), (3, 3), (7, 4), (9, 6), (9, 5), (6, 5), (6, 4), (6, 4), (5, 5), (6, 5), (4, 4), (4, 3), (5, 5), (5, 7), (4, 7), (4, 8), (5, 8), (1, 8), (0, 8), (0, 8), (1, 8), (1, 8), (1, 8), (0, 8), (0, 8), (1, 8), (0, 8), (0, 8), (1, 8), (1, 8)]","[(4, 0), (4, 1), (6, 1), (4, 2), (5, 2), (7, 1), (7, 2), (8, 2), (7, 0), (8, 0), (9, 1), (8, 3), (9, 3), (9, 3), (0, 2), (0, 2), (2, 2), (2, 3), (6, 3), (7, 5), (7, 4), (6, 3), (5, 3), (6, 2), (5, 3), (5, 3), (5, 3), (5, 3), (5, 3), (6, 3), (5, 2), (5, 1), (5, 0), (5, 2), (4, 4), (5, 5), (5, 6), (4, 5), (6, 6), (7, 7), (9, 7), (0, 7)]",2,280
5504,20,40,20,2,24,146,"[(12, 3), (11, 4), (14, 2), (14, 2), (14, 3), (13, 3), (11, 4), (11, 5), (12, 3), (12, 3), (11, 4), (11, 5), (11, 4), (11, 4), (11, 4), (11, 4), (12, 4), (12, 3), (12, 3), (12, 3), (11, 4), (11, 5), (11, 4), (11, 4), (12, 3), (12, 3), (11, 4), (11, 4), (11, 4), (12, 3)]","[(11, 3), (11, 2), (10, 3), (11, 2), (10, 3), (10, 3), (10, 3), (11, 2), (10, 3), (11, 2), (11, 2), (10, 3), (9, 4), (10, 3), (10, 3), (10, 3), (10, 3), (11, 2), (11, 2), (10, 3), (11, 2), (11, 1), (12, 0), (13, 1), (13, 2), (12, 2)]",1,204
25,10,10,10,2,5,70,"[(0, 6), (0, 6), (0, 6), (0, 4), (1, 3), (1, 3), (2, 2), (2, 2), (2, 2), (2, 2), (2, 2), (2, 2), (3, 2), (3, 2), (3, 2), (3, 2), (4, 1), (4, 1), (3, 2), (3, 2), (3, 2), (4, 1), (3, 2), (3, 2), (3, 2), (3, 2), (3, 2), (3, 2), (3, 2), (2, 2), (2, 2), (3, 2), (3, 2), (3, 2), (4, 1), (3, 2), (3, 2), (4, 1), (4, 1), (4, 1), (4, 1), (3, 2), (4, 1), (3, 2), (3, 2), (4, 1), (4, 1), (3, 2), (3, 2), (3, 2), (3, 2), (4, 1), (4, 1), (4, 1), (3, 2), (4, 1), (4, 1), (4, 1), (3, 2)]","[(2, 5)]",2,201
23,10,10,10,2,3,135,"[(5, 9), (4, 1), (4, 2), (4, 1), (4, 2), (4, 3), (3, 4), (3, 5), (3, 3), (3, 4), (4, 4), (3, 6), (3, 5), (4, 3), (4, 4), (3, 5), (4, 4), (3, 5), (4, 4), (4, 4), (3, 5), (3, 3), (4, 1), (4, 1), (4, 1), (4, 2), (4, 1), (3, 2), (2, 2), (3, 2), (4, 1), (3, 2), (5, 0)]","[(0, 9), (0, 7), (1, 7), (2, 7), (0, 8), (2, 8), (1, 9), (2, 9), (3, 9), (3, 3), (2, 2), (3, 0), (2, 1), (3, 0), (3, 0), (2, 1), (3, 0), (2, 1), (3, 0), (3, 0)]",4,155
22,10,10,10,2,2,46,"[(2, 9), (0, 1), (9, 1), (1, 9), (1, 0), (9, 9), (2, 9), (2, 9), (1, 8), (1, 8), (0, 8), (0, 8), (0, 8), (0, 8), (0, 8), (0, 8), (0, 8), (1, 8), (0, 8), (1, 8), (1, 8), (0, 8), (0, 8), (0, 8), (1, 8), (1, 8), (1, 8), (0, 8), (0, 8)]","[(9, 0), (9, 0), (0, 8), (8, 9), (9, 8), (0, 7), (0, 7), (0, 7), (0, 7), (0, 7), (0, 7)]",4,150
21,10,10,10,2,1,83,"[(6, 1), (6, 3), (6, 5), (9, 9), (0, 1), (1, 0), (1, 9), (1, 0), (1, 9), (1, 9), (1, 8), (1, 8), (1, 8), (1, 8), (1, 8), (1, 8), (0, 8), (9, 9), (0, 8), (0, 8), (0, 8), (0, 8), (0, 8), (0, 8), (1, 8), (0, 8), (0, 8), (0, 8), (0, 8), (0, 8), (1, 8), (0, 8), (0, 8), (0, 8), (0, 8), (0, 8), (0, 8), (1, 8), (1, 8), (1, 8), (1, 8), (1, 8), (1, 8), (1, 8), (1, 8), (0, 8), (0, 8), (0, 8), (0, 8), (1, 8), (0, 8), (0, 8), (1, 8), (1, 8), (1, 8), (0, 8), (0, 8), (0, 8), (0, 8), (0, 8), (0, 8), (0, 8), (1, 8), (1, 8), (1, 8), (0, 8), (1, 8), (1, 8), (1, 8), (1, 8), (1, 8), (1, 8), (1, 8), (0, 8), (0, 8), (0, 8), (0, 8), (1, 8), (1, 8)]","[(6, 0), (5, 1), (3, 4), (4, 5), (5, 5), (6, 7), (6, 6), (8, 9), (9, 0), (0, 7)]",2,206
20,10,10,10,2,0,45,"[(2, 7), (6, 1), (7, 0), (6, 1), (6, 3), (6, 4), (6, 3), (6, 3), (6, 3), (6, 3), (6, 3), (6, 3), (6, 3), (6, 3), (6, 3), (7, 4), (6, 4), (6, 4), (6, 4), (6, 4), (6, 4), (6, 4), (6, 4), (7, 4), (6, 3), (6, 3), (6, 3), (6, 3), (6, 3), (7, 4), (6, 4), (6, 4), (5, 5), (4, 4), (4, 4), (3, 3), (2, 2), (2, 2), (2, 2), (3, 2), (3, 2)]","[(9, 4), (1, 4), (9, 5), (1, 5), (9, 6), (0, 6), (3, 5), (3, 6), (4, 6), (4, 7), (3, 8), (5, 7), (5, 8), (4, 9), (5, 9), (6, 8), (7, 8), (7, 9), (6, 0), (6, 3), (5, 3), (4, 4)]",2,156
5501,20,40,20,2,21,64,"[(14, 4), (12, 7), (12, 7), (13, 6), (12, 7), (13, 6), (14, 6), (13, 6), (12, 6), (13, 6), (12, 7), (13, 6), (12, 7), (12, 7), (12, 7), (12, 7), (12, 7), (13, 6), (12, 7), (17, 7), (0, 6), (0, 4), (19, 6), (18, 6), (16, 7), (17, 7), (16, 8), (17, 7), (16, 8), (17, 7), (16, 8), (16, 8), (16, 8), (16, 8), (16, 8), (16, 8), (15, 7), (15, 7), (14, 6), (14, 6)]","[(13, 4), (11, 6), (18, 4), (18, 3), (18, 5), (15, 6), (14, 6), (14, 6)]",5,189
5502,20,40,20,2,22,59,"[(6, 4), (6, 4), (6, 4), (5, 5), (5, 7), (5, 9), (5, 8), (3, 7), (5, 9), (4, 10), (5, 9), (5, 9), (4, 10), (5, 9), (4, 10), (4, 10), (4, 10), (4, 10), (4, 10), (5, 9), (5, 9), (5, 9), (5, 9), (5, 9), (4, 10), (5, 9), (5, 9), (5, 9), (5, 9), (5, 8), (6, 7), (5, 9), (5, 8), (6, 7), (5, 9), (5, 9), (5, 9)]","[(5, 2), (6, 2), (4, 3), (3, 3), (3, 4), (3, 5), (4, 5), (5, 4), (5, 3), (4, 2), (6, 3), (7, 4), (6, 5), (5, 5), (4, 6), (4, 8), (4, 8), (4, 8), (4, 8), (4, 8), (3, 9), (4, 8)]",1,166
24,10,10,10,2,4,86,"[(5, 0), (6, 1), (4, 4), (4, 4), (3, 2), (3, 2), (3, 2), (3, 2), (4, 1), (3, 2), (3, 2), (3, 2), (3, 1), (2, 1), (8, 8), (1, 9), (2, 9), (1, 9), (5, 6), (5, 7), (4, 8), (5, 8), (5, 0), (5, 9), (5, 0), (5, 9), (4, 9)]","[(0, 0), (9, 8), (9, 9), (9, 0), (0, 1), (3, 0), (3, 0), (3, 0), (3, 0), (3, 0), (2, 1), (2, 1), (9, 0), (0, 9), (8, 7), (9, 7), (0, 7), (9, 8), (9, 7), (1, 9), (2, 8), (5, 5), (3, 7), (4, 6), (3, 5), (4, 4), (3, 3), (2, 2), (1, 1), (1, 1)]",2,189
5514,20,40,20,2,34,99,"[(5, 15), (6, 11), (5, 9), (4, 11), (5, 10), (4, 11), (5, 9), (5, 10), (5, 9), (5, 10), (4, 11), (5, 10), (4, 10), (5, 9), (4, 10), (4, 10), (4, 10), (4, 10), (5, 9), (5, 9), (4, 10), (4, 10), (4, 10), (5, 9), (5, 9), (5, 9), (5, 9), (4, 10), (4, 11), (4, 10), (4, 10), (4, 11), (4, 11), (5, 10), (5, 10), (5, 9), (5, 9), (4, 10), (4, 10), (4, 10), (5, 9), (5, 9), (4, 10), (5, 9), (4, 10), (4, 10), (5, 9), (5, 9), (5, 9), (4, 10), (5, 9), (5, 9), (4, 10), (4, 10), (4, 10), (4, 10), (5, 9), (4, 10), (4, 10), (4, 10), (5, 9), (5, 9), (4, 10), (4, 10), (5, 9), (5, 9), (4, 10), (4, 10), (5, 9), (5, 9), (4, 10), (4, 10), (4, 10), (5, 9), (5, 9)]","[(4, 13), (4, 12), (5, 11)]",3,246
5515,20,40,20,2,35,68,"[(12, 2), (13, 1), (13, 1), (11, 4), (11, 4), (12, 3), (12, 2), (12, 1), (13, 1), (13, 1), (12, 3), (11, 4), (11, 4), (11, 4), (12, 3), (11, 4), (11, 4), (11, 4), (11, 4), (11, 4), (11, 4), (11, 4), (11, 4), (12, 3), (11, 4), (12, 3), (12, 3), (11, 4), (11, 4), (12, 3), (11, 4), (11, 4), (11, 4), (12, 3), (12, 3), (11, 4), (12, 3), (12, 3), (11, 4), (11, 4), (11, 4), (11, 4), (11, 4), (12, 3), (12, 3), (12, 3), (12, 3), (12, 3), (11, 4)]","[(13, 1), (12, 0), (12, 0), (10, 3), (10, 3)]",1,188
5516,20,40,20,2,36,74,"[(4, 19), (5, 0), (7, 1), (6, 1), (4, 19), (4, 19), (5, 1), (4, 1), (6, 1), (6, 1), (6, 1), (5, 0), (5, 1), (5, 0), (5, 0), (5, 0), (5, 1), (5, 0), (5, 1), (4, 1), (5, 0), (5, 1), (5, 0), (5, 1), (5, 0), (5, 0), (5, 1), (4, 1), (5, 0), (5, 0), (4, 19), (5, 0), (5, 0), (5, 0), (5, 0), (5, 0), (5, 1)]","[(2, 17), (3, 17), (4, 17), (2, 18), (4, 18), (2, 0), (2, 19), (4, 19)]",5,191
983,10,30,30,2,23,165,"[(2, 7), (2, 7), (1, 7), (2, 7), (2, 7), (2, 7), (2, 7), (2, 7), (2, 7), (2, 7), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9)]","[(1, 4), (1, 5), (0, 4), (0, 6), (1, 6), (1, 6), (0, 7), (1, 6), (1, 7), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8)]",2,189
982,10,30,30,2,22,109,"[(6, 6), (6, 6), (6, 6), (7, 9), (9, 8), (9, 7), (9, 8), (9, 7), (9, 8), (9, 8), (9, 8), (8, 8), (9, 8), (9, 8), (9, 7), (9, 8), (9, 8), (9, 8), (9, 8), (9, 8), (9, 8), (9, 8), (8, 9), (2, 0), (2, 0), (2, 0), (1, 9), (1, 9), (1, 9), (2, 0), (2, 0), (2, 0)]","[(5, 4), (6, 4), (6, 5), (5, 6), (4, 6), (3, 6), (6, 7), (8, 6), (8, 6), (8, 6), (8, 6), (8, 7), (8, 7), (8, 7), (8, 7), (8, 7), (8, 7), (5, 8), (4, 9), (3, 0), (2, 9), (1, 9)]",2,195
981,10,30,30,2,21,64,"[(3, 3), (0, 5), (0, 5), (9, 6), (9, 5), (9, 6), (9, 5), (0, 5), (9, 6), (0, 5), (9, 6), (9, 5), (0, 5), (9, 6), (9, 5), (9, 5), (9, 5), (9, 6), (1, 4), (2, 4)]","[(1, 1), (1, 2), (9, 4), (0, 3), (3, 1), (2, 0), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8)]",3,142
980,10,30,30,2,20,175,"[(3, 0), (3, 0), (2, 0), (2, 0), (2, 0), (2, 0), (1, 9), (2, 0), (2, 0), (1, 9), (1, 9), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (1, 9), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (1, 9), (1, 9), (1, 9), (1, 9), (2, 0), (2, 0), (2, 0), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (2, 0), (2, 0), (1, 9), (1, 9), (1, 9), (1, 9), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (1, 9), (1, 9), (1, 9), (2, 0), (2, 0), (1, 9), (2, 0), (2, 0), (1, 9), (1, 9), (2, 0), (2, 0), (2, 0), (2, 0), (2, 0), (1, 9), (2, 0), (2, 0)]","[(4, 8), (3, 7), (0, 8), (0, 8), (0, 8), (0, 8), (0, 8), (1, 9)]",2,464
979,10,30,30,2,19,68,"[(1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (2, 0), (2, 0), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9)]","[(4, 9), (3, 0), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8)]",1,126
978,10,30,30,2,18,56,"[(9, 8), (8, 8), (8, 9), (7, 9), (7, 8), (8, 8), (9, 8), (8, 8), (9, 8), (9, 7), (9, 8), (9, 7), (9, 8), (9, 8), (9, 8), (9, 7), (9, 8), (9, 8), (9, 7), (9, 7), (9, 7), (9, 7), (9, 8), (9, 8), (9, 8), (9, 7), (9, 7), (9, 8), (9, 8), (9, 8), (9, 8), (9, 8), (9, 7), (9, 7), (9, 7), (9, 8), (9, 8), (9, 7), (9, 8), (9, 8), (9, 8), (9, 7), (9, 8), (9, 8), (9, 7), (9, 7), (9, 8), (9, 7), (9, 8), (9, 8), (9, 7), (9, 8), (9, 8), (9, 8), (9, 8), (9, 8), (9, 8), (9, 8), (9, 8), (9, 8), (9, 7), (9, 7), (9, 7), (9, 7), (9, 7), (9, 7), (9, 8), (9, 7), (9, 8), (9, 8), (9, 8), (9, 8), (9, 7)]","[(6, 6), (5, 7), (8, 6)]",1,211
984,10,30,30,2,24,78,"[(5, 5), (5, 5), (6, 4), (5, 5), (5, 5), (5, 5), (5, 5), (4, 5), (4, 2), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9)]","[(2, 4), (2, 5), (3, 5), (4, 5), (4, 4), (5, 3), (4, 4), (4, 4), (3, 3), (3, 2), (3, 1), (2, 0), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9)]",1,183
977,10,30,30,2,17,149,"[(9, 7), (9, 8), (9, 8), (9, 8), (9, 8), (9, 8), (9, 7), (8, 8), (9, 8), (9, 8), (9, 7), (9, 7), (9, 8), (9, 8), (9, 8), (8, 7), (0, 5), (9, 5), (1, 4), (1, 4), (1, 4), (0, 5), (1, 4), (1, 4), (0, 5), (0, 5), (0, 5), (1, 4), (1, 4), (0, 5), (1, 4), (0, 5), (0, 5), (0, 5), (0, 5), (0, 5), (9, 5), (9, 8), (9, 8), (9, 7), (9, 8), (9, 8), (8, 8), (9, 8), (9, 7), (9, 7), (9, 8), (9, 7), (9, 8), (9, 8)]","[(7, 5), (8, 4), (7, 4), (8, 7), (8, 7), (8, 6), (8, 7), (8, 7), (8, 7), (8, 6), (8, 7), (8, 6), (8, 7), (8, 6), (8, 7), (8, 6), (8, 7), (8, 7), (8, 7), (8, 7)]",3,267
975,10,30,30,2,15,48,"[(2, 0), (1, 9), (1, 9), (1, 9), (1, 9), (2, 0), (1, 9), (0, 0), (0, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (1, 9), (2, 0), (2, 0), (2, 0), (1, 9), (1, 9), (1, 9), (2, 0), (2, 0)]","[(0, 8), (0, 8), (0, 8), (0, 8), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8), (1, 9), (0, 8)]",1,139
974,10,30,30,2,14,53,"[(1, 4), (0, 5), (9, 5), (0, 5), (1, 5), (0, 5), (1, 4), (1, 4), (0, 5), (1, 4), (1, 4), (0, 5), (9, 5), (9, 5), (9, 5), (9, 5), (1, 4), (1, 4), (1, 4), (0, 5), (9, 5), (0, 5), (9, 5), (9, 4), (1, 4), (1, 4), (1, 4), (1, 4), (1, 4), (0, 3)]","[(8, 2), (9, 4), (9, 4), (8, 4), (8, 4), (9, 4), (0, 3), (0, 3), (0, 3), (0, 3)]",5,163
